id,funding_round_id,startup_id,funding_id,created_at,updated_at,startup_name,funding_first_name,funding_last_name,parent_id,category_code,status,country_code,state_code,city,region,funding_total_usd
68289,1644,c:1001,p:2716,2/26/08 5:05,8/10/09 19:46,FriendFeed,Sanjeev,Singh,1001,web,acquired,USA,CA,Mountain View,SF Bay,5000000
68288,1644,c:1001,p:640,2/26/08 5:05,8/10/09 19:46,FriendFeed,Paul,Buchheit,1001,web,acquired,USA,CA,Mountain View,SF Bay,5000000
73014,25185,c:100189,p:23613,9/7/11 2:27,9/24/11 13:13,Locatrix Communications,Mark,White,100189,mobile,operating,AUS,0,Brisbane,SF Bay,250000
67898,743,c:1007,p:113,10/2/07 12:20,6/15/11 4:51,Rupture,Joi,Ito,1007,games_video,acquired,USA,CA,San Francisco,SF Bay,3000000
67899,743,c:1007,p:125,10/2/07 12:20,6/15/11 4:51,Rupture,Ron,Conway,1007,games_video,acquired,USA,CA,San Francisco,SF Bay,3000000
67901,743,c:1007,p:3963,10/2/07 12:20,6/15/11 4:51,Rupture,Michael,Parekh,1007,games_video,acquired,USA,CA,San Francisco,SF Bay,3000000
67900,743,c:1007,p:570,10/2/07 12:20,6/15/11 4:51,Rupture,Reid,Hoffman,1007,games_video,acquired,USA,CA,San Francisco,SF Bay,3000000
68776,3260,c:10076,p:17005,8/25/08 19:41,2/12/10 18:50,Popego,Esteban,Sosnik,10076,advertising,operating,USA,CA,San Francisco,SF Bay,0
68777,3260,c:10076,p:17006,8/25/08 19:41,2/12/10 18:50,Popego,Wenceslao,Casares,10076,advertising,operating,USA,CA,San Francisco,SF Bay,0
74296,28467,c:10082,p:10318,2/29/12 9:55,7/9/13 19:44,iCharts,Saeed,Amidi,10082,analytics,operating,USA,CA,Sunnyvale,SF Bay,3100000
74297,28467,c:10082,p:127379,2/29/12 9:55,7/9/13 19:44,iCharts,Lorenz,Graef,10082,analytics,operating,USA,CA,Sunnyvale,SF Bay,3100000
68907,3834,c:1010,p:20863,11/10/08 5:24,11/10/08 5:24,Gazelle,Austin,Ligon,1010,ecommerce,operating,USA,MA,Boston,Boston,46400000
69042,4421,c:1010,p:20863,1/5/09 15:48,9/9/09 11:14,Gazelle,Austin,Ligon,1010,ecommerce,operating,USA,MA,Boston,Boston,46400000
69043,4421,c:1010,p:26051,1/5/09 15:48,9/9/09 11:14,Gazelle,Ashton,Peery,1010,ecommerce,operating,USA,MA,Boston,Boston,46400000
68908,3834,c:1010,p:3186,11/10/08 5:24,11/10/08 5:24,Gazelle,Henry,Vogel,1010,ecommerce,operating,USA,MA,Boston,Boston,46400000
73027,25208,c:101052,p:108649,9/7/11 18:03,10/2/11 2:02,Icount.com,Rod,Watson,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73028,25208,c:101052,p:108650,9/7/11 18:03,10/2/11 2:02,Icount.com,Warren,Osborn,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73029,25208,c:101052,p:108651,9/7/11 18:03,10/2/11 2:02,Icount.com,Ralph,Yarro,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73030,25208,c:101052,p:108652,9/7/11 18:03,10/2/11 2:02,Icount.com,Martin,Frey,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73025,25208,c:101052,p:17081,9/7/11 18:03,10/2/11 2:02,Icount.com,Josh,James,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73026,25208,c:101052,p:42861,9/7/11 18:03,10/2/11 2:02,Icount.com,John,Pestana,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
73024,25208,c:101052,p:67206,9/7/11 18:03,10/2/11 2:02,Icount.com,John,Richards,101052,government,operating,USA,UT,Orem,Salt Lake City,182500
67902,745,c:1012,p:2262,2/5/08 22:44,2/25/08 0:24,#N/A,Martin,Varsavsky,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
73031,25212,c:101312,p:92005,9/8/11 0:02,4/3/13 11:31,SideTour,Matt,Turck,101312,web,acquired,USA,NY,New York,New York,4000000
77185,36155,c:101317,p:1235,3/12/13 20:24,11/19/13 3:33,ChatID,David,Cohen,101317,mobile,operating,USA,NY,New York,New York,3268000
77180,36155,c:101317,p:145752,3/12/13 20:24,11/19/13 3:33,ChatID,Rob,Wiesenthal,101317,mobile,operating,USA,NY,New York,New York,3268000
77182,36155,c:101317,p:177800,3/12/13 20:24,11/19/13 3:33,ChatID,Akshay,Navle,101317,mobile,operating,USA,NY,New York,New York,3268000
77187,36155,c:101317,p:2602,3/12/13 20:24,11/19/13 3:33,ChatID,Michael,Lazerow,101317,mobile,operating,USA,NY,New York,New York,3268000
77183,36155,c:101317,p:32176,3/12/13 20:24,11/19/13 3:33,ChatID,David,Liu,101317,mobile,operating,USA,NY,New York,New York,3268000
77177,36155,c:101317,p:35971,3/12/13 20:24,11/19/13 3:33,ChatID,Patrick,Keane,101317,mobile,operating,USA,NY,New York,New York,3268000
77176,36155,c:101317,p:64875,3/12/13 20:24,11/19/13 3:33,ChatID,David,Tisch,101317,mobile,operating,USA,NY,New York,New York,3268000
77178,36155,c:101317,p:70365,3/12/13 20:24,11/19/13 3:33,ChatID,Kal,Vepuri,101317,mobile,operating,USA,NY,New York,New York,3268000
77184,36155,c:101317,p:7595,3/12/13 20:24,11/19/13 3:33,ChatID,Nat,Turner,101317,mobile,operating,USA,NY,New York,New York,3268000
77179,36155,c:101317,p:78156,3/12/13 20:24,11/19/13 3:33,ChatID,Ralph,Mack,101317,mobile,operating,USA,NY,New York,New York,3268000
77181,36155,c:101317,p:87926,3/12/13 20:24,11/19/13 3:33,ChatID,Joey,Levin,101317,mobile,operating,USA,NY,New York,New York,3268000
77186,36155,c:101317,p:98359,3/12/13 20:24,11/19/13 3:33,ChatID,Zach,Weinberg,101317,mobile,operating,USA,NY,New York,New York,3268000
68781,3273,c:10137,p:100628,8/26/08 15:39,5/8/13 20:18,Producteev,Oleg,Tscheltzoff,10137,software,acquired,USA,NY,New York,New York,1310000
69490,8327,c:10137,p:100628,9/2/09 2:10,5/8/13 20:18,Producteev,Oleg,Tscheltzoff,10137,software,acquired,USA,NY,New York,New York,1310000
68782,3273,c:10137,p:17076,8/26/08 15:39,5/8/13 20:18,Producteev,Jean,Guetta,10137,software,acquired,USA,NY,New York,New York,1310000
68787,3273,c:10137,p:2208,8/26/08 15:39,5/8/13 20:18,Producteev,Arthur,Madrid,10137,software,acquired,USA,NY,New York,New York,1310000
68785,3273,c:10137,p:2243,8/26/08 15:39,5/8/13 20:18,Producteev,Oliver,Jung,10137,software,acquired,USA,NY,New York,New York,1310000
69489,8327,c:10137,p:2243,9/2/09 2:10,5/8/13 20:18,Producteev,Oliver,Jung,10137,software,acquired,USA,NY,New York,New York,1310000
68786,3273,c:10137,p:23251,8/26/08 15:39,5/8/13 20:18,Producteev,Eric,Bennephati,10137,software,acquired,USA,NY,New York,New York,1310000
68784,3273,c:10137,p:333,8/26/08 15:39,5/8/13 20:18,Producteev,Jeremie,Berrebi,10137,software,acquired,USA,NY,New York,New York,1310000
69492,8327,c:10137,p:58024,9/2/09 2:10,5/8/13 20:18,Producteev,Michael,Sauer,10137,software,acquired,USA,NY,New York,New York,1310000
70515,15946,c:10137,p:60215,6/2/10 14:35,5/8/13 20:18,Producteev,Marc-Henri,Magdelenat,10137,software,acquired,USA,NY,New York,New York,1310000
69488,8327,c:10137,p:638,9/2/09 2:10,5/8/13 20:18,Producteev,Aydin,Senkut,10137,software,acquired,USA,NY,New York,New York,1310000
68780,3273,c:10137,p:7039,8/26/08 15:39,5/8/13 20:18,Producteev,Fabrice,Grinda,10137,software,acquired,USA,NY,New York,New York,1310000
68783,3273,c:10137,p:7248,8/26/08 15:39,5/8/13 20:18,Producteev,Florian,Seroussi,10137,software,acquired,USA,NY,New York,New York,1310000
69491,8327,c:10137,p:7248,9/2/09 2:10,5/8/13 20:18,Producteev,Florian,Seroussi,10137,software,acquired,USA,NY,New York,New York,1310000
70516,15946,c:10137,p:7991,6/2/10 14:35,5/8/13 20:18,Producteev,Dan,Porter,10137,software,acquired,USA,NY,New York,New York,1310000
73036,25226,c:101481,p:108725,9/8/11 3:48,9/8/11 3:48,Striiv,Dado,Banatao,101481,hardware,operating,USA,CA,Redwood City,SF Bay,6000000
73035,25226,c:101481,p:15394,9/8/11 3:48,9/8/11 3:48,Striiv,Colin,Angle,101481,hardware,operating,USA,CA,Redwood City,SF Bay,6000000
73034,25226,c:101481,p:48044,9/8/11 3:48,9/8/11 3:48,Striiv,Ronald,Chwang,101481,hardware,operating,USA,CA,Redwood City,SF Bay,6000000
68788,3276,c:10155,p:17106,8/26/08 22:03,9/6/09 17:04,AdRocket,Auren,Hoffman,10155,advertising,operating,USA,CA,San Francisco,SF Bay,1000000
68789,3276,c:10155,p:17107,8/26/08 22:03,9/6/09 17:04,AdRocket,Patrick,McKenna,10155,advertising,operating,USA,CA,San Francisco,SF Bay,1000000
68790,3276,c:10155,p:2243,8/26/08 22:03,9/6/09 17:04,AdRocket,Oliver,Jung,10155,advertising,operating,USA,CA,San Francisco,SF Bay,1000000
68791,3276,c:10155,p:816,8/26/08 22:03,9/6/09 17:04,AdRocket,Lukasz,Gadowski,10155,advertising,operating,USA,CA,San Francisco,SF Bay,1000000
72419,23447,c:10170,p:13542,6/8/11 19:52,6/24/12 19:19,VideoSurf,Jeff,Martin,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72416,23447,c:10170,p:16050,6/8/11 19:52,6/24/12 19:19,VideoSurf,David,Goldberg,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72415,23447,c:10170,p:17132,6/8/11 19:52,6/24/12 19:19,VideoSurf,Hanan,Gilutz,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72420,23447,c:10170,p:17133,6/8/11 19:52,6/24/12 19:19,VideoSurf,Prof.,Yechiam Yemini,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72414,23447,c:10170,p:21444,6/8/11 19:52,6/24/12 19:19,VideoSurf,David,Fischer,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72417,23447,c:10170,p:5079,6/8/11 19:52,6/24/12 19:19,VideoSurf,Al,Gore,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72418,23447,c:10170,p:5080,6/8/11 19:52,6/24/12 19:19,VideoSurf,Joel,Hyatt,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
72421,23447,c:10170,p:6860,6/8/11 19:52,6/24/12 19:19,VideoSurf,Sheryl,Sandberg,10170,hardware,acquired,USA,CA,San Mateo,SF Bay,28000000
70044,11754,c:10176,p:125,2/3/10 6:41,12/1/10 2:47,Yammer,Ron,Conway,10176,enterprise,acquired,USA,CA,San Francisco,SF Bay,142000000
73224,25619,c:10176,p:1529,9/27/11 16:29,1/7/12 12:39,Yammer,Chamath,Palihapitiya,10176,enterprise,acquired,USA,CA,San Francisco,SF Bay,142000000
70045,11754,c:10176,p:1709,2/3/10 6:41,12/1/10 2:47,Yammer,Keith,Rabois,10176,enterprise,acquired,USA,CA,San Francisco,SF Bay,142000000
74298,28476,c:10176,p:415,2/29/12 21:50,3/13/12 23:17,Yammer,Max,Levchin,10176,enterprise,acquired,USA,CA,San Francisco,SF Bay,142000000
74299,28476,c:10176,p:8619,2/29/12 21:50,3/13/12 23:17,Yammer,Ronnie,Lott,10176,enterprise,acquired,USA,CA,San Francisco,SF Bay,142000000
73257,25707,c:101837,p:108806,10/2/11 1:25,10/7/11 1:18,Conjecta,David,Miller,101837,finance,operating,USA,NC,Charlotte,Charlotte,100000
73118,25311,c:101880,p:159064,9/12/11 15:19,10/17/13 12:24,Zuse,Richard,Cooperstein,101880,software,operating,USA,NY,New York,New York,0
68440,2011,c:1019,p:113,4/10/08 17:49,4/10/08 17:49,Fon,Joi,Ito,1019,mobile,operating,ESP,0,Madrid,Madrid,57735800
68439,2011,c:1019,p:2262,4/10/08 17:49,4/10/08 17:49,Fon,Martin,Varsavsky,1019,mobile,operating,ESP,0,Madrid,Madrid,57735800
69876,10268,c:10200,p:10324,12/15/09 23:08,12/15/09 23:08,Swype,Don,Dodge,10200,software,acquired,USA,WA,Seattle,Seattle,13900000
67903,747,c:1021,p:1973,2/5/08 22:44,2/25/08 0:24,Mixaloo,Bo,Peabody,1021,games_video,closed,USA,NY,Poughkeepsie,New York,0
68792,3296,c:10226,p:3729,8/27/08 23:37,3/26/11 1:39,Quant the News,Matt,Coffin,10226,web,operating,USA,CA,Los Angeles,Los Angeles,150000
68797,3299,c:10252,p:17106,8/28/08 18:17,6/27/13 20:09,Mob.ly,Auren,Hoffman,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
68793,3299,c:10252,p:3562,8/28/08 18:17,6/27/13 20:09,Mob.ly,Richard,Wolpert,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
68798,3299,c:10252,p:58229,8/28/08 18:17,6/27/13 20:09,Mob.ly,David,Gerster,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
68794,3299,c:10252,p:638,8/28/08 18:17,6/27/13 20:09,Mob.ly,Aydin,Senkut,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
68795,3299,c:10252,p:9138,8/28/08 18:17,6/27/13 20:09,Mob.ly,David,Shen,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
68796,3299,c:10252,p:9771,8/28/08 18:17,6/27/13 20:09,Mob.ly,Eric,Ly,10252,mobile,acquired,USA,CA,San Francisco,SF Bay,1100000
67904,748,c:1027,p:638,10/5/07 11:39,7/24/13 20:15,Mesmo.tv,Aydin,Senkut,1027,games_video,operating,GBR,0,0,United Kingdom - Other,900000
67906,748,c:1027,p:639,10/5/07 11:39,7/24/13 20:15,Mesmo.tv,Georges,Harik,1027,games_video,operating,GBR,0,0,United Kingdom - Other,900000
67905,748,c:1027,p:795,10/5/07 11:39,7/24/13 20:15,Mesmo.tv,Naval,Ravikant,1027,games_video,operating,GBR,0,0,United Kingdom - Other,900000
75292,31096,c:102774,p:146281,7/4/12 19:15,9/27/13 6:33,SHOP.CA,Don,Tapscott,102774,ecommerce,operating,CAN,0,Toronto,Toronto,26752221
79135,45305,c:102836,p:216976,8/12/13 20:17,8/12/13 20:39,"Thru, Inc.",Michael,McCoy,102836,software,operating,USA,TX,Irving,Dallas,14734000
79136,45305,c:102836,p:216977,8/12/13 20:17,8/12/13 20:39,"Thru, Inc.","Nicholl,",Rupert,102836,software,operating,USA,TX,Irving,Dallas,14734000
79137,45305,c:102836,p:216978,8/12/13 20:17,8/12/13 20:39,"Thru, Inc.",Rick,Holliday-Smith,102836,software,operating,USA,TX,Irving,Dallas,14734000
73067,25279,c:102898,p:109051,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Tamim,Mourad,102898,hospitality,closed,USA,MA,Boston,Boston,0
73069,25279,c:102898,p:109052,9/9/11 21:26,5/1/13 9:26,Tasted Menu,James,Hankins,102898,hospitality,closed,USA,MA,Boston,Boston,0
73070,25279,c:102898,p:109053,9/9/11 21:26,5/1/13 9:26,Tasted Menu,John,White,102898,hospitality,closed,USA,MA,Boston,Boston,0
73071,25279,c:102898,p:109054,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Avin,Bansal,102898,hospitality,closed,USA,MA,Boston,Boston,0
73072,25279,c:102898,p:109055,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Ralph,James,102898,hospitality,closed,USA,MA,Boston,Boston,0
73077,25279,c:102898,p:122959,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Andre,Gardner,102898,hospitality,closed,USA,MA,Boston,Boston,0
73078,25279,c:102898,p:3256,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Michael,Katz,102898,hospitality,closed,USA,MA,Boston,Boston,0
73066,25279,c:102898,p:3813,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Russell,Siegelman,102898,hospitality,closed,USA,MA,Boston,Boston,0
73073,25279,c:102898,p:72441,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Josh,Abramowitz,102898,hospitality,closed,USA,MA,Boston,Boston,0
73074,25279,c:102898,p:72442,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Matthew,Grodin,102898,hospitality,closed,USA,MA,Boston,Boston,0
73075,25279,c:102898,p:7595,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Nat,Turner,102898,hospitality,closed,USA,MA,Boston,Boston,0
73068,25279,c:102898,p:94022,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Thomas,Lehrman,102898,hospitality,closed,USA,MA,Boston,Boston,0
73076,25279,c:102898,p:98359,9/9/11 21:26,5/1/13 9:26,Tasted Menu,Zach,Weinberg,102898,hospitality,closed,USA,MA,Boston,Boston,0
73079,25280,c:102922,p:109069,9/9/11 22:25,5/16/13 11:00,easyOwn.it,Nicolas,Gautier,102922,ecommerce,closed,CHE,0,Euthal,Euthal,138000
73081,25280,c:102922,p:109070,9/9/11 22:25,5/16/13 11:00,easyOwn.it,Tobias,Reichmuth,102922,ecommerce,closed,CHE,0,Euthal,Euthal,138000
73083,25280,c:102922,p:135711,9/9/11 22:25,5/16/13 11:00,easyOwn.it,Zo,li,102922,ecommerce,closed,CHE,0,Euthal,Euthal,138000
73082,25280,c:102922,p:135713,9/9/11 22:25,5/16/13 11:00,easyOwn.it,Lucas,Dubs,102922,ecommerce,closed,CHE,0,Euthal,Euthal,138000
73080,25280,c:102922,p:18735,9/9/11 22:25,5/16/13 11:00,easyOwn.it,Adrian,Locher,102922,ecommerce,closed,CHE,0,Euthal,Euthal,138000
67646,87,c:103,p:570,7/6/07 6:21,6/17/08 17:40,Funny Or Die,Reid,Hoffman,103,games_video,operating,USA,CA,San Mateo,SF Bay,18000000
67907,751,c:1030,p:2797,2/5/08 22:44,2/25/08 0:24,CityTherapy,Andrea,Favale,1030,web,acquired,GBR,0,London,London,0
74855,29936,c:103155,p:153109,5/16/12 1:48,6/20/13 10:03,SoMoLend,Clifford,Holekamp,103155,finance,operating,USA,OH,Cincinnati,Cincinnati,5395000
78766,43260,c:103323,p:743,7/22/13 8:08,11/20/13 12:39,Happy Inspector,Dave,McClure,103323,mobile,operating,USA,CA,San Francisco,SF Bay,895000
73099,25297,c:103561,p:109170,9/11/11 11:51,10/13/11 23:31,Amrit Advanced Biotech,Pano,Kroko,103561,biotech,operating,GBR,0,Cambridge,London,3242399
73100,25298,c:103561,p:109170,9/11/11 11:51,10/8/11 6:03,Amrit Advanced Biotech,Pano,Kroko,103561,biotech,operating,GBR,0,Cambridge,London,3242399
73101,25299,c:103561,p:109170,9/11/11 11:51,10/8/11 6:03,Amrit Advanced Biotech,Pano,Kroko,103561,biotech,operating,GBR,0,Cambridge,London,3242399
73108,25302,c:103791,p:109229,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Allan,Zeise,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77535,36998,c:103791,p:109229,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Allan,Zeise,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73109,25303,c:103791,p:109230,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Thomas,Shannon,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77534,36998,c:103791,p:109230,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Thomas,Shannon,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73110,25303,c:103791,p:114428,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Allen,Zeise,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73111,25303,c:103791,p:114429,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Thomas,Vincent,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77537,36998,c:103791,p:114429,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Thomas,Vincent,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73112,25303,c:103791,p:114430,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Ross,Bjella,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73114,25303,c:103791,p:114431,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Ed,Karrels,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73116,25303,c:103791,p:114432,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Tom,DeMell,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77536,36998,c:103791,p:182351,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Thomas,DeMell,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77538,36998,c:103791,p:182352,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Jeffery,Harris,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77539,36998,c:103791,p:182353,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Michael,Kluiber,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77540,36998,c:103791,p:182354,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Peter,Skanaivs,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77541,36998,c:103791,p:182355,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Andy,Wojack,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77542,36998,c:103791,p:182356,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Crista,Wojack,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77543,36998,c:103791,p:182357,4/12/13 18:10,4/12/13 18:10,Aver Informatics,Eric,Kessenich,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
77544,36998,c:103791,p:182358,4/12/13 18:10,4/12/13 18:10,Aver Informatics,John,Schmidt,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73115,25303,c:103791,p:24580,9/12/11 4:12,4/12/13 18:10,Aver Informatics,Jeff,Harris,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
73113,25303,c:103791,p:67842,9/12/11 4:12,4/12/13 18:10,Aver Informatics,David,Lisle,103791,analytics,operating,USA,WI,Green Bay,Green Bay,2475000
68239,1568,c:1038,p:3729,2/19/08 4:42,6/25/13 18:47,Rubicon Project,Matt,Coffin,1038,advertising,operating,USA,CA,Los Angeles,Los Angeles,60000000
71238,19771,c:1038,p:441,11/1/10 15:38,6/25/13 18:47,Rubicon Project,Jarl,Mohn,1038,advertising,operating,USA,CA,Los Angeles,Los Angeles,60000000
69927,10751,c:1042,p:2813,12/31/09 14:03,1/24/10 11:21,Whiskey Media,Shelby,Bonnie,1042,web,acquired,USA,CA,San Francisco,SF Bay,4000000
69928,10755,c:1042,p:2813,12/31/09 19:18,1/24/10 11:21,Whiskey Media,Shelby,Bonnie,1042,web,acquired,USA,CA,San Francisco,SF Bay,4000000
72820,24538,c:10421,p:135,8/1/11 23:51,8/2/11 18:50,TurnTide,Josh,Kopelman,10421,0,acquired,0,0,0,unknown,750000
69815,9820,c:10424,p:37598,12/1/09 2:55,5/13/10 0:20,FitnessKeeper,Dave,Balter,10424,health,operating,USA,MA,Boston,Boston,11510000
69813,9820,c:10424,p:46784,12/1/09 2:55,5/13/10 0:20,FitnessKeeper,Don,McLagan,10424,health,operating,USA,MA,Boston,Boston,11510000
69814,9820,c:10424,p:46785,12/1/09 2:55,5/13/10 0:20,FitnessKeeper,Will,Herman,10424,health,operating,USA,MA,Boston,Boston,11510000
80523,54932,c:104303,p:257578,11/15/13 16:58,11/15/13 23:32,twenty5media,Chris,Mackie,104303,other,operating,GBR,0,London,London,0
69966,11066,c:10452,p:1470,1/11/10 21:36,12/4/13 18:31,Image Space Media,Michael,Gordon,10452,advertising,acquired,USA,NY,New York,New York,3915000
69967,11066,c:10452,p:46254,1/11/10 21:36,12/4/13 18:31,Image Space Media,Kevin,Tung,10452,advertising,acquired,USA,NY,New York,New York,3915000
73130,25349,c:104568,p:95238,9/14/11 1:01,10/7/11 6:46,TapnScrap,Private,Seed,104568,mobile,operating,USA,CA,San Mateo,SF Bay,15000
73138,25366,c:104636,p:109581,9/14/11 6:57,10/7/11 7:22,Kwestr,Karl,Knoflach,104636,web,operating,CHN,0,0,China - Other,57000
73139,25366,c:104636,p:109582,9/14/11 6:57,10/7/11 7:22,Kwestr,Adam,Bornstein,104636,web,operating,CHN,0,0,China - Other,57000
73140,25366,c:104636,p:109583,9/14/11 6:57,10/7/11 7:22,Kwestr,Adam,Lang,104636,web,operating,CHN,0,0,China - Other,57000
73141,25366,c:104636,p:109584,9/14/11 6:57,10/7/11 7:22,Kwestr,Alexander,Yu,104636,web,operating,CHN,0,0,China - Other,57000
73142,25366,c:104636,p:109585,9/14/11 6:57,10/7/11 7:22,Kwestr,Jacob,Hsu,104636,web,operating,CHN,0,0,China - Other,57000
73137,25366,c:104636,p:88753,9/14/11 6:57,10/7/11 7:22,Kwestr,Marc,van der Chijs,104636,web,operating,CHN,0,0,China - Other,57000
73148,25375,c:104788,p:36542,9/14/11 15:25,10/1/11 17:08,Shoes4you,Romero,Rodrigues,104788,ecommerce,closed,0,0,0,unknown,0
73539,26510,c:104980,p:99214,11/13/11 5:35,11/19/11 21:51,Ocision,Tan,Swee Yeong,104980,web,operating,MYS,0,0,Malaysia - Other,1600000
73540,26511,c:104980,p:99214,11/13/11 5:39,11/19/11 21:51,Ocision,Tan,Swee Yeong,104980,web,operating,MYS,0,0,Malaysia - Other,1600000
73152,25394,c:104981,p:99214,9/15/11 5:07,11/13/11 5:17,Nerd Attack,Tan,Swee Yeong,104981,mobile,operating,MYS,0,"Petaling Jaya, Selangor",Petaling Jaya,35000
73153,25395,c:104983,p:99214,9/15/11 5:14,11/13/11 22:39,Milk A Deal,Tan,Swee Yeong,104983,web,operating,MYS,0,Kuala Lumpur,Kuala Lumpur,165000
73154,25396,c:104984,p:99214,9/15/11 5:20,11/13/11 22:40,Long Tail,Tan,Swee Yeong,104984,mobile,operating,MYS,0,"Petaling Jaya, Selangor",Petaling Jaya,20000
67650,89,c:105,p:1411,7/6/07 11:18,4/10/08 0:35,Surphace,William Randolph,Hearst III,105,web,acquired,USA,NY,New York,New York,3500000
67649,89,c:105,p:211030,7/6/07 11:18,4/10/08 0:35,Surphace,Vince,Vannelli,105,web,acquired,USA,NY,New York,New York,3500000
67647,89,c:105,p:301,7/6/07 11:18,4/10/08 0:35,Surphace,David,Mahoney,105,web,acquired,USA,NY,New York,New York,3500000
67648,89,c:105,p:302,7/6/07 11:18,4/10/08 0:35,Surphace,Scott,Kurnit,105,web,acquired,USA,NY,New York,New York,3500000
67651,89,c:105,p:9016,7/6/07 11:18,4/10/08 0:35,Surphace,Kevin,Compton,105,web,acquired,USA,NY,New York,New York,3500000
67652,89,c:105,p:9017,7/6/07 11:18,4/10/08 0:35,Surphace,Doug,Mackenzie,105,web,acquired,USA,NY,New York,New York,3500000
67908,758,c:1051,p:2829,10/10/07 12:53,12/11/13 4:51,RayV,Ron,Zuckerman,1051,games_video,operating,USA,NY,New York,New York,16030566
77230,36265,c:105168,p:178538,3/18/13 17:48,4/3/13 2:23,Collective Bias,Ken,Barnett,105168,social,operating,USA,AR,Bentonville,Bentonville,11000000
74010,27700,c:105243,p:103908,1/23/12 2:23,3/26/12 1:05,orderbolt,Benjamin,Wasson,105243,software,operating,USA,IL,Carbondale,Carbondale,48501
74009,27700,c:105243,p:123279,1/23/12 2:23,3/26/12 1:05,orderbolt,Thomas,Harness,105243,software,operating,USA,IL,Carbondale,Carbondale,48501
74011,27700,c:105243,p:123280,1/23/12 2:23,3/26/12 1:05,orderbolt,Robert,Fox,105243,software,operating,USA,IL,Carbondale,Carbondale,48501
