id,funding_round_id,startup_id,funding_id,created_at,updated_at,startup_name,funding_first_name,funding_last_name,parent_id,category_code,status,country_code,state_code,city,region,funding_total_usd
71903,21991,c:57003,p:86286,3/18/11 15:12,4/4/13 8:51,Tapad,Mikkel,Sandvik,57003,advertising,operating,USA,NY,New York,New York,8300000
70978,18447,c:57066,p:16171,9/21/10 19:56,5/8/13 20:17,Solve Media,Chris,Dixon,57066,advertising,operating,USA,NY,New York,New York,6000000
70980,18447,c:57066,p:2279,9/21/10 19:56,5/8/13 20:17,Solve Media,Shervin,Pishevar,57066,advertising,operating,USA,NY,New York,New York,6000000
70979,18447,c:57066,p:7554,9/21/10 19:56,5/8/13 20:17,Solve Media,Roger,Ehrenberg,57066,advertising,operating,USA,NY,New York,New York,6000000
70977,18420,c:57091,p:21020,9/20/10 16:34,6/28/11 14:37,Ifeelgoods,David,Scacco,57091,advertising,operating,USA,CA,Redwood City,SF Bay,11000000
70976,18420,c:57091,p:556,9/20/10 16:34,6/28/11 14:37,Ifeelgoods,Iggy,Fanlo,57091,advertising,operating,USA,CA,Redwood City,SF Bay,11000000
76506,34178,c:57149,p:105208,12/5/12 10:33,5/28/13 21:58,Promoboxx,Walt,Winshall,57149,advertising,operating,USA,MA,Boston,Boston,2793000
76508,34178,c:57149,p:105209,12/5/12 10:33,5/28/13 21:58,Promoboxx,Mike,Dornbrook,57149,advertising,operating,USA,MA,Boston,Boston,2793000
73649,26865,c:57149,p:1163,12/3/11 12:13,5/28/13 21:58,Promoboxx,Adam,Berrey,57149,advertising,operating,USA,MA,Boston,Boston,2793000
76510,34178,c:57149,p:1163,12/5/12 10:33,5/28/13 21:58,Promoboxx,Adam,Berrey,57149,advertising,operating,USA,MA,Boston,Boston,2793000
